Business Date,Symbol,Transaction Date and Time,Last Price (USD),Last Quantity
20260720,NWSL-DWIN-FG-01O39N39VVTMHJG-NOEW002,07/18/26 12:01 AM EDT,$0.46,62
20260720,KBO-WIN-FG-00NBSGU0PJ64QPO-SANS000,07/18/26 12:03 AM EDT,$0.62,7
20260720,KBO-WIN-FG-00NBSGSRPJ64R20-KIRS000,07/18/26 12:05 AM EDT,$0.57,84
20260720,KBO-WIN-FG-00NBSGSRPJ64R20-KIRS000,07/18/26 12:06 AM EDT,$0.57,8
20260720,KBO-WIN-FG-00NBSGU0PJ64QPO-SANS000,07/18/26 12:14 AM EDT,$0.62,260
20260720,KBO-WIN-FG-00NBSGUDPJ64Q80-LGNS000,07/18/26 12:14 AM EDT,$0.57,42
20260720,KBO-WIN-FG-00NBSGUTPJ64QMO-HAES000,07/18/26 12:14 AM EDT,$0.60,40
20260720,NPB-WIN-FG-00NBT8VTPJ6550O-YORS001,07/18/26 12:15 AM EDT,$0.58,25
20260720,NPB-WIN-FG-00NBT8P1PJ654K0-YOTS000,07/18/26 12:15 AM EDT,$0.58,16
20260720,KBO-WIN-FG-00NBSGUDPJ64Q80-LGNS000,07/18/26 12:15 AM EDT,$0.57,8
20260720,NPB-WIN-FG-00NBT8VHPJ65528-HARS001,07/18/26 12:16 AM EDT,$0.51,56
20260720,KBO-WIN-FG-00NBSGSRPJ64R20-KIRS000,07/18/26 12:17 AM EDT,$0.57,76
20260720,NPB-WIN-FG-00NBT8VHPJ65528-HARS001,07/18/26 12:20 AM EDT,$0.51,471
20260720,NPB-WIN-FG-00NBT8OSPJ655VG-HORS000,07/18/26 12:21 AM EDT,$0.53,272
20260720,NWSL-DWIN-FG-00NFCTH7PJJIBUG-NJCW001,07/18/26 12:21 AM EDT,$0.67,7
20260720,NWSL-DWIN-FG-00N3K1JSPJIV3R8-DECW003,07/18/26 12:22 AM EDT,$0.37,7
20260720,NWSL-DWIN-FG-00N3K1JSPJIV3R8-DRAW,07/18/26 12:22 AM EDT,$0.27,5
20260720,NPB-WIN-FG-00NBT8OSPJ655VG-HORS000,07/18/26 12:22 AM EDT,$0.54,29
20260720,NPB-TRUNS-FG-00NBT8OSPJ655VG-GTE-P00065,07/18/26 12:23 AM EDT,$0.49,2830
20260720,NPB-WIN-FG-00NBT8VHPJ65528-HARS001,07/18/26 12:25 AM EDT,$0.51,14
20260720,NPB-WIN-FG-00NBT8VHPJ65528-HARS001,07/18/26 12:26 AM EDT,$0.51,9433
20260720,NPB-WIN-FG-00NBT8VHPJ65528-HARS001,07/18/26 12:26 AM EDT,$0.51,193
20260720,NPB-TRUNS-FG-00NBT8OSPJ655VG-GTE-P00065,07/18/26 12:26 AM EDT,$0.49,231
20260720,NPB-WIN-FG-00NBT8P1PJ654K0-YOTS000,07/18/26 12:26 AM EDT,$0.58,98
20260720,NPB-WIN-FG-00NBT8VHPJ65528-HARS001,07/18/26 12:26 AM EDT,$0.51,4716
20260720,NPB-TRUNS-FG-00NBT8OSPJ655VG-GTE-P00065,07/18/26 12:27 AM EDT,$0.46,1000
20260720,NPB-TRUNS-FG-00NBT8OSPJ655VG-GTE-P00065,07/18/26 12:27 AM EDT,$0.47,3191
20260720,NPB-TRUNS-FG-00NBT8P1PJ654K0-GTE-P00065,07/18/26 12:27 AM EDT,$0.48,92
