Business Date,Symbol,Transaction Date and Time,Last Price (USD),Last Quantity
20260810,MLB-TRUNS-I9-01OB1SI7VVNA5R8-GTE-P00005,08/08/26 12:03 AM EDT,$0.38,32
20260810,MLB-TRUNS-I8-01OB52S0VS3VLS8-GTE-P00015,08/08/26 12:03 AM EDT,$0.25,18
20260810,MLB-TRUNS-I8-01OB52S0VS3VLS8-GTE-P00035,08/08/26 12:04 AM EDT,$0.10,2
20260810,MLB-TRUNS-I8-01OB52S0VS3VLS8-GTE-P00015,08/08/26 12:04 AM EDT,$0.25,92
20260810,MLB-TRUNS-I8-01OB52S0VS3VLS8-GTE-P00015,08/08/26 12:04 AM EDT,$0.25,20
20260810,MLB-PHRR-FG-01OB495EVS3L4UG-AUEY000-GTE-P00035,08/08/26 12:05 AM EDT,$0.02,100
20260810,NPB-WIN-FG-014BUJTTLBSJVJ0-TOWS000,08/08/26 12:05 AM EDT,$0.45,15
20260810,NPB-WIN-FG-014BUJTTLBSJVJ0-YOTS000,08/08/26 12:06 AM EDT,$0.57,1
20260810,MLB-TRUNS-I7-01OB0B1GVVN8Q1O-GTE-P00005,08/08/26 12:06 AM EDT,$0.47,12
20260810,MLB-TRUNS-I7-01OB0B1GVVN8Q1O-GTE-P00005,08/08/26 12:07 AM EDT,$0.42,29
20260810,MLB-TRUNS-I7-01OB0B1GVVN8Q1O-GTE-P00005,08/08/26 12:07 AM EDT,$0.37,11
20260810,MLB-TRUNS-I9-01OB1SI7VVNA5R8-GTE-P00005,08/08/26 12:07 AM EDT,$0.41,41
20260810,MLB-PHRR-FG-01OB495EVS3L4UG-GEJR000-GTE-P00035,08/08/26 12:08 AM EDT,$0.14,100
20260810,MLB-TRUNS-I9-01OB1SI7VVNA5R8-GTE-P00005,08/08/26 12:08 AM EDT,$0.56,17
20260810,MLB-PHRR-FG-01OB0B1GVVN8Q1O-JUEE000-GTE-P00045,08/08/26 12:09 AM EDT,$0.34,15
20260810,NPB-WIN-FG-014BUJTTLBSJVJ0-YOTS000,08/08/26 12:11 AM EDT,$0.57,84
20260810,NPB-WIN-FG-014BUJTGLBSJV5G-HARS001,08/08/26 12:11 AM EDT,$0.56,56
