Business Date,Symbol,Transaction Date and Time,Last Price (USD),Last Quantity
20260708,KBO-TRUNS-FG-01OEGSM2VUKQEQ8-GTE-P00105,07/08/26 12:00 AM EDT,$0.50,9
20260708,KBO-WIN-FG-01OEGN9FVUKQ4TG-DORS000,07/08/26 12:00 AM EDT,$0.64,7
20260708,KBO-WIN-FG-01OEGSI8VUKQEQ0-SANS000,07/08/26 12:08 AM EDT,$0.50,7
20260708,NPB-WIN-FG-01OEGNCVVUKQ47O-SANS002,07/08/26 12:15 AM EDT,$0.54,206
20260708,KBO-MOVY-FG-01OEGNEHVUKQ410-KIRS000-GTE-P00015,07/08/26 12:21 AM EDT,$0.56,49
20260708,NPB-MOVY-FG-01OEGNB1VUKQ4M8-FUKS000-GTE-P00025,07/08/26 12:22 AM EDT,$0.30,153
20260708,NPB-MOVY-FG-01OEGN8SVUKQ5QG-YORS001-GTE-P00005,07/08/26 12:23 AM EDT,$0.55,21
20260708,NPB-MOVY-FG-01OEGN8SVUKQ5QG-YORS001-GTE-P00005,07/08/26 12:25 AM EDT,$0.55,21
20260708,KBO-MOVY-FG-01OEGSM2VUKQEQ8-NCOS000-GTE-P00025,07/08/26 12:26 AM EDT,$0.31,154
20260708,NPB-WIN-FG-01OEGN9MVUKQ4OO-YOTS000,07/08/26 12:29 AM EDT,$0.42,22
20260708,NPB-WIN-FG-01OEGND6VUKQ50O-TOWS000,07/08/26 12:29 AM EDT,$0.43,11
20260708,NPB-MOVY-FG-01OEGND6VUKQ50O-HIRP000-GTE-P00015,07/08/26 12:32 AM EDT,$0.38,125
20260708,KBO-MOVY-FG-01OEGN9FVUKQ4TG-DORS000-GTE-P00015,07/08/26 12:45 AM EDT,$0.49,39
20260708,NPB-WIN-FG-01OEGNB1VUKQ4M8-FUKS000,07/08/26 12:45 AM EDT,$0.57,33
20260708,KBO-WIN-FG-01OEGNEHVUKQ410-KIRS000,07/08/26 12:45 AM EDT,$0.65,29
20260708,KBO-WIN-FG-01OEGN9FVUKQ4TG-DORS000,07/08/26 12:45 AM EDT,$0.66,29
20260708,NPB-WIN-FG-01OEGN9MVUKQ4OO-HARS001,07/08/26 12:45 AM EDT,$0.59,32
20260708,KBO-TRUNS-FG-01OEGSI8VUKQEQ0-GTE-P00085,07/08/26 12:45 AM EDT,$0.74,13
20260708,KBO-TRUNS-FG-01OEGNEHVUKQ410-GTE-P00105,07/08/26 12:46 AM EDT,$0.45,35
20260708,KBO-TRUNS-FG-01OEGSI8VUKQEQ0-GTE-P00105,07/08/26 12:48 AM EDT,$0.55,175
20260708,KBO-WIN-FG-01OEGNEHVUKQ410-LOTS001,07/08/26 12:48 AM EDT,$0.37,129
20260708,KBO-WIN-FG-01OEGN9FVUKQ4TG-SSRS000,07/08/26 12:49 AM EDT,$0.36,15
20260708,KBO-WIN-FG-01OEGSI8VUKQEQ0-LGNS000,07/08/26 12:49 AM EDT,$0.50,9
20260708,KBO-WIN-FG-01OEGNEHVUKQ410-LOTS001,07/08/26 12:50 AM EDT,$0.37,64
20260708,KBO-TRUNS-FG-01OEGSI8VUKQEQ0-GTE-P00105,07/08/26 12:50 AM EDT,$0.52,175
20260708,KBO-MOVY-FG-01OEGSIGVUKQEOG-KTON000-GTE-P00015,07/08/26 12:50 AM EDT,$0.53,46
20260708,KBO-TRUNS-FG-01OEGSI8VUKQEQ0-GTE-P00125,07/08/26 12:51 AM EDT,$0.37,153
20260708,KBO-WIN-FG-01OEGSI8VUKQEQ0-SANS000,07/08/26 12:52 AM EDT,$0.51,13
20260708,KBO-WIN-FG-01OEGSI8VUKQEQ0-SANS000,07/08/26 12:52 AM EDT,$0.51,22
20260708,KBO-WIN-FG-01OEGSM2VUKQEQ8-NCOS000,07/08/26 12:52 AM EDT,$0.48,6
20260708,KBO-WIN-FG-01OEGNEHVUKQ410-LOTS001,07/08/26 12:52 AM EDT,$0.37,33
20260708,KBO-WIN-FG-01OEGSIGVUKQEOG-KTON000,07/08/26 12:56 AM EDT,$0.69,114
20260708,KBO-TRUNS-FG-01OEGN9FVUKQ4TG-GTE-P00085,07/08/26 01:00 AM EDT,$0.51,19
20260708,KBO-WIN-FG-01OEGSI8VUKQEQ0-SANS000,07/08/26 01:02 AM EDT,$0.51,18
20260708,NPB-MOVY-FG-01OEGN80VUKQ4NO-HORS000-GTE-P00015,07/08/26 01:03 AM EDT,$0.49,247
20260708,NPB-WIN-FG-01OEGN8SVUKQ5QG-CHNS000,07/08/26 01:04 AM EDT,$0.41,18
20260708,NPB-WIN-FG-01OEGN80VUKQ4NO-CHES000,07/08/26 01:04 AM EDT,$0.37,11
20260708,KBO-TRUNS-FG-01OEGN9FVUKQ4TG-GTE-P00085,07/08/26 01:05 AM EDT,$0.51,27
20260708,NPB-TRUNS-FG-01OEGND6VUKQ50O-GTE-P00065,07/08/26 01:05 AM EDT,$0.43,474
20260708,KBO-MOVY-FG-01OEGSIGVUKQEOG-KTON000-GTE-P00015,07/08/26 01:05 AM EDT,$0.53,9
20260708,KBO-MOVY-FG-01OEGN9FVUKQ4TG-DORS000-GTE-P00015,07/08/26 01:05 AM EDT,$0.50,19
20260708,KBO-WIN-FG-01OEGNEHVUKQ410-KIRS000,07/08/26 01:05 AM EDT,$0.65,7
