Business Date,Symbol,Transaction Date and Time,Last Price (USD),Last Quantity
20260716,NPB-WIN-FG-01DIP5RDTLSP8J0-FUKS000,07/16/26 12:00 AM EDT,$0.45,8879
20260716,NPB-WIN-FG-01DIP5RDTLSP8J0-FUKS000,07/16/26 12:00 AM EDT,$0.47,750
20260716,KBO-WIN-FG-01DIP5T3TLSP9FO-LGNS000,07/16/26 12:00 AM EDT,$0.61,13
20260716,NPB-WIN-FG-01DIP5RDTLSP8J0-HORS000,07/16/26 12:00 AM EDT,$0.58,5
20260716,NPB-MOVY-FG-01DIP5RDTLSP8J0-FUKS000-GTE-P00055,07/16/26 12:01 AM EDT,$0.11,1
20260716,KBO-WIN-FG-01DIP5Q8TLSP9H8-DORS000,07/16/26 12:02 AM EDT,$0.51,9
20260716,KBO-WIN-FG-01DIP5T3TLSP9FO-LGNS000,07/16/26 12:02 AM EDT,$0.61,20
20260716,KBO-WIN-FG-01DIP5T3TLSP9FO-LGNS000,07/16/26 12:03 AM EDT,$0.61,32
20260716,NPB-WIN-FG-01DIP5RDTLSP8J0-FUKS000,07/16/26 12:03 AM EDT,$0.43,265
20260716,NPB-WIN-FG-01DIP5RDTLSP8J0-FUKS000,07/16/26 12:03 AM EDT,$0.42,7
20260716,NPB-MOVY-FG-01DIP5RDTLSP8J0-HORS000-GTE-P00015,07/16/26 12:04 AM EDT,$0.42,100
20260716,NPB-WIN-FG-01DIP5RDTLSP8J0-FUKS000,07/16/26 12:04 AM EDT,$0.41,35
20260716,NPB-WIN-FG-01DIP5RDTLSP8J0-FUKS000,07/16/26 12:04 AM EDT,$0.41,34
20260716,NPB-MOVY-FG-01DIP5RDTLSP8J0-HORS000-GTE-P00015,07/16/26 12:04 AM EDT,$0.42,250
20260716,NPB-TRUNS-FG-01DIP5RDTLSP8J0-GTE-P00035,07/16/26 12:05 AM EDT,$0.83,16
20260716,NPB-WIN-FG-01DIP5RDTLSP8J0-FUKS000,07/16/26 12:05 AM EDT,$0.41,20
20260716,NPB-TRUNS-FG-01DIP5RDTLSP8J0-GTE-P00075,07/16/26 12:05 AM EDT,$0.45,26
20260716,NPB-WIN-FG-01DIO0RBTLSINV0-CHNS000,07/16/26 12:05 AM EDT,$0.48,50
20260716,NPB-MOVY-FG-01DIP5RDTLSP8J0-HORS000-GTE-P00015,07/16/26 12:06 AM EDT,$0.45,100
20260716,NPB-WIN-FG-01DIP5RDTLSP8J0-HORS000,07/16/26 12:06 AM EDT,$0.61,3
20260716,NPB-WIN-FG-01DIP5RDTLSP8J0-FUKS000,07/16/26 12:06 AM EDT,$0.42,2
20260716,NPB-WIN-FG-01DIP5RDTLSP8J0-FUKS000,07/16/26 12:07 AM EDT,$0.44,178
20260716,NPB-TRUNS-FG-01DIP5RDTLSP8J0-GTE-P00085,07/16/26 12:07 AM EDT,$0.34,36
20260716,NPB-TRUNS-FG-01DIP5RDTLSP8J0-GTE-P00085,07/16/26 12:07 AM EDT,$0.34,14
20260716,NPB-MOVY-FG-01DIP5RDTLSP8J0-FUKS000-GTE-P00015,07/16/26 12:07 AM EDT,$0.28,202
20260716,NPB-TRUNS-FG-01DIP5RDTLSP8J0-GTE-P00055,07/16/26 12:08 AM EDT,$0.72,713
20260716,NPB-TRUNS-FG-01DIP5RDTLSP8J0-GTE-P00075,07/16/26 12:08 AM EDT,$0.42,250
20260716,NPB-WIN-FG-01DIP5RDTLSP8J0-HORS000,07/16/26 12:08 AM EDT,$0.53,109
20260716,NPB-MOVY-FG-01DIP5RDTLSP8J0-HORS000-GTE-P00015,07/16/26 12:09 AM EDT,$0.38,250
20260716,NPB-WIN-FG-01DIP5RDTLSP8J0-FUKS000,07/16/26 12:09 AM EDT,$0.48,20
20260716,NPB-TRUNS-FG-01DIP5RDTLSP8J0-GTE-P00075,07/16/26 12:09 AM EDT,$0.40,1000
20260716,NPB-WIN-FG-01DIO0RQTLSIM28-TOES000,07/16/26 12:09 AM EDT,$0.59,20
20260716,NPB-TRUNS-FG-01DIP5RDTLSP8J0-GTE-P00065,07/16/26 12:09 AM EDT,$0.56,636
20260716,NPB-TRUNS-FG-01DIO0PMTLSIM7O-GTE-P00075,07/16/26 12:09 AM EDT,$0.44,15
20260716,NPB-WIN-FG-01DIP5RDTLSP8J0-FUKS000,07/16/26 12:09 AM EDT,$0.48,40
20260716,NPB-MOVY-FG-01DIP5RDTLSP8J0-FUKS000-GTE-P00015,07/16/26 12:09 AM EDT,$0.31,57
20260716,NPB-MOVY-FG-01DIP5RDTLSP8J0-HORS000-GTE-P00005,07/16/26 12:09 AM EDT,$0.47,727
20260716,NPB-TRUNS-FG-01DIP5RDTLSP8J0-GTE-P00075,07/16/26 12:10 AM EDT,$0.43,33
20260716,NPB-WIN-FG-01DIP5RDTLSP8J0-HORS000,07/16/26 12:10 AM EDT,$0.56,25
20260716,NPB-TRUNS-FG-01DIP5RDTLSP8J0-GTE-P00065,07/16/26 12:10 AM EDT,$0.55,21
